country;year;sex;age;suicides_no;population;;;;;
Colombia;1986;female;5-14 years;10,00;3431600;;;;;
Colombia;1986;male;5-14 years;10,00;3517300;;;;;
Colombia;1986;female;75+ years;0,00;177700;;;;;
Colombia;1987;male;15-24 years;301,00;3533143;;;;;
Colombia;1987;male;55-74 years;86,00;1044703;;;;;
Colombia;1987;male;75+ years;14,00;183612;;;;;
Colombia;1987;male;25-34 years;192,00;2615813;;;;;
Colombia;1987;male;35-54 years;147,00;2567656;;;;;
Colombia;1987;female;15-24 years;118,00;3468807;;;;;
Colombia;1987;female;25-34 years;29,00;2651735;;;;;
Colombia;1987;female;35-54 years;27,00;2755678;;;;;
Colombia;1987;female;55-74 years;10,00;1210423;;;;;
Colombia;1987;female;75+ years;2,00;257621;;;;;
Colombia;1987;male;5-14 years;16,00;3924075;;;;;
Colombia;1987;female;5-14 years;9,00;3796166;;;;;
Colombia;1988;male;75+ years;27,00;190910;;;;;
Colombia;1988;male;25-34 years;214,00;2696739;;;;;
Colombia;1988;male;55-74 years;83,00;1069673;;;;;
Colombia;1988;male;15-24 years;243,00;3543715;;;;;
Colombia;1988;male;35-54 years;160,00;2682795;;;;;
Colombia;1988;female;15-24 years;85,00;3480840;;;;;
Colombia;1988;female;75+ years;6,00;268303;;;;;
Colombia;1988;female;25-34 years;41,00;2734383;;;;;
Colombia;1988;female;35-54 years;26,00;2877134;;;;;
Colombia;1988;male;5-14 years;14,00;3998496;;;;;
Colombia;1988;female;55-74 years;4,00;1240926;;;;;
Colombia;1988;female;5-14 years;9,00;3865587;;;;;
Colombia;1989;male;75+ years;17,00;197086;;;;;
Colombia;1989;male;55-74 years;87,00;1096341;;;;;
Colombia;1989;male;25-34 years;194,00;2777676;;;;;
Colombia;1989;male;35-54 years;152,00;2802188;;;;;
Colombia;1989;male;15-24 years;191,00;3551741;;;;;
Colombia;1989;female;15-24 years;78,00;3489146;;;;;
Colombia;1989;female;25-34 years;45,00;2817903;;;;;
Colombia;1989;female;75+ years;4,00;278074;;;;;
Colombia;1989;female;35-54 years;34,00;3003700;;;;;
Colombia;1989;female;5-14 years;13,00;3932480;;;;;
Colombia;1989;female;55-74 years;4,00;1273639;;;;;
Colombia;1989;male;5-14 years;12,00;4069855;;;;;
Colombia;1990;male;75+ years;21,00;202048;;;;;
Colombia;1990;male;55-74 years;85,00;1124943;;;;;
Colombia;1990;male;15-24 years;220,00;3562908;;;;;
Colombia;1990;male;25-34 years;174,00;2859281;;;;;
Colombia;1990;male;35-54 years;153,00;2924679;;;;;
Colombia;1990;female;15-24 years;95,00;3499435;;;;;
Colombia;1990;female;25-34 years;41,00;2902786;;;;;
Colombia;1990;female;35-54 years;40,00;3134518;;;;;
Colombia;1990;female;55-74 years;14,00;1308768;;;;;
Colombia;1990;female;75+ years;3,00;286894;;;;;
Colombia;1990;male;5-14 years;12,00;4132729;;;;;
Colombia;1990;female;5-14 years;7,00;3991984;;;;;
Colombia;1991;male;15-24 years;280,00;3569610;;;;;
Colombia;1991;male;55-74 years;89,00;1152018;;;;;
Colombia;1991;male;25-34 years;216,00;2944422;;;;;
Colombia;1991;male;75+ years;14,00;210787;;;;;
Colombia;1991;male;35-54 years;175,00;3053490;;;;;
Colombia;1991;female;15-24 years;100,00;3511813;;;;;
Colombia;1991;female;25-34 years;54,00;2991721;;;;;
Colombia;1991;female;35-54 years;36,00;3271390;;;;;
Colombia;1991;female;75+ years;3,00;298517;;;;;
Colombia;1991;female;55-74 years;10,00;1341052;;;;;
Colombia;1991;male;5-14 years;24,00;4191827;;;;;
Colombia;1991;female;5-14 years;9,00;4047531;;;;;
Colombia;1992;male;55-74 years;108,00;1154900;;;;;
Colombia;1992;male;75+ years;20,00;215800;;;;;
Colombia;1992;male;25-34 years;251,00;2922400;;;;;
Colombia;1992;male;15-24 years;274,00;3373400;;;;;
Colombia;1992;male;35-54 years;180,00;3058800;;;;;
Colombia;1992;female;15-24 years;111,00;3331300;;;;;
Colombia;1992;female;25-34 years;53,00;2997700;;;;;
Colombia;1992;female;35-54 years;48,00;3267600;;;;;
Colombia;1992;female;55-74 years;6,00;1315300;;;;;
Colombia;1992;female;5-14 years;17,00;3786400;;;;;
Colombia;1992;male;5-14 years;17,00;3917400;;;;;
Colombia;1992;female;75+ years;1,00;274400;;;;;
Colombia;1993;male;75+ years;22,00;222900;;;;;
Colombia;1993;male;55-74 years;108,00;1184100;;;;;
Colombia;1993;male;15-24 years;279,00;3377300;;;;;
Colombia;1993;male;25-34 years;226,00;3015600;;;;;
Colombia;1993;male;35-54 years;215,00;3186600;;;;;
Colombia;1993;female;15-24 years;101,00;3332600;;;;;
Colombia;1993;female;25-34 years;53,00;3088400;;;;;
Colombia;1993;female;55-74 years;16,00;1348500;;;;;
Colombia;1993;female;35-54 years;36,00;3406300;;;;;
Colombia;1993;male;5-14 years;21,00;3965600;;;;;
Colombia;1993;female;5-14 years;8,00;3830500;;;;;
Colombia;1993;female;75+ years;0,00;283800;;;;;
Colombia;1994;male;75+ years;31,00;230500;;;;;
Colombia;1994;male;15-24 years;313,00;3391100;;;;;
Colombia;1994;male;55-74 years;110,00;1214600;;;;;
Colombia;1994;male;25-34 years;247,00;3094400;;;;;
Colombia;1994;male;35-54 years;216,00;3320000;;;;;
Colombia;1994;female;15-24 years;130,00;3343400;;;;;
Colombia;1994;female;25-34 years;59,00;3164600;;;;;
Colombia;1994;female;55-74 years;19,00;1382700;;;;;
Colombia;1994;female;35-54 years;44,00;3551000;;;;;
Colombia;1994;female;75+ years;2,00;293900;;;;;
Colombia;1994;female;5-14 years;14,00;3874700;;;;;
Colombia;1994;male;5-14 years;13,00;4013700;;;;;
Colombia;1995;male;75+ years;27,00;237128;;;;;
Colombia;1995;male;55-74 years;110,00;1280826;;;;;
Colombia;1995;male;25-34 years;253,00;3221761;;;;;
Colombia;1995;male;15-24 years;271,00;3657416;;;;;
Colombia;1995;male;35-54 years;213,00;3599535;;;;;
Colombia;1995;female;15-24 years;116,00;3602418;;;;;
Colombia;1995;female;25-34 years;55,00;3296038;;;;;
Colombia;1995;female;35-54 years;63,00;3860918;;;;;
Colombia;1995;female;55-74 years;16,00;1495950;;;;;
Colombia;1995;male;5-14 years;15,00;4330243;;;;;
Colombia;1995;female;75+ years;1,00;337540;;;;;
Colombia;1995;female;5-14 years;10,00;4171126;;;;;
Colombia;1996;male;75+ years;33,00;248909;;;;;
Colombia;1996;male;55-74 years;124,00;1313132;;;;;
Colombia;1996;male;15-24 years;289,00;3707736;;;;;
Colombia;1996;male;35-54 years;259,00;3749624;;;;;
Colombia;1996;male;25-34 years;225,00;3258034;;;;;
Colombia;1996;female;15-24 years;121,00;3651707;;;;;
Colombia;1996;female;25-34 years;58,00;3336435;;;;;
Colombia;1996;female;35-54 years;44,00;4021393;;;;;
Colombia;1996;female;55-74 years;15,00;1533960;;;;;
Colombia;1996;female;75+ years;3,00;352470;;;;;
Colombia;1996;male;5-14 years;21,00;4344969;;;;;
Colombia;1996;female;5-14 years;17,00;4185267;;;;;
Colombia;1997;male;75+ years;34,00;260440;;;;;
Colombia;1997;male;55-74 years;117,00;1349163;;;;;
Colombia;1997;male;15-24 years;315,00;3775597;;;;;
Colombia;1997;male;25-34 years;242,00;3280278;;;;;
Colombia;1997;male;35-54 years;234,00;3906804;;;;;
Colombia;1997;female;15-24 years;117,00;3716547;;;;;
Colombia;1997;female;25-34 years;70,00;3362418;;;;;
Colombia;1997;female;35-54 years;57,00;4189374;;;;;
Colombia;1997;female;55-74 years;17,00;1575903;;;;;
Colombia;1997;female;75+ years;3,00;367426;;;;;
Colombia;1997;male;5-14 years;19,00;4358250;;;;;
Colombia;1997;female;5-14 years;17,00;4196625;;;;;
Colombia;1998;male;75+ years;51,00;271456;;;;;
Colombia;1998;male;15-24 years;507,00;3853955;;;;;
Colombia;1998;male;55-74 years;182,00;1390023;;;;;
Colombia;1998;male;25-34 years;402,00;3292463;;;;;
Colombia;1998;male;35-54 years;374,00;4068675;;;;;
Colombia;1998;female;15-24 years;247,00;3789996;;;;;
Colombia;1998;female;25-34 years;97,00;3377856;;;;;
Colombia;1998;female;35-54 years;88,00;4362525;;;;;
Colombia;1998;female;5-14 years;47,00;4205288;;;;;
Colombia;1998;female;55-74 years;18,00;1623053;;;;;
Colombia;1998;male;5-14 years;36,00;4369564;;;;;
Colombia;1998;female;75+ years;3,00;382185;;;;;
Colombia;1999;male;75+ years;53,00;281533;;;;;
Colombia;1999;male;55-74 years;217,00;1437035;;;;;
Colombia;1999;male;15-24 years;506,00;3930904;;;;;
Colombia;1999;male;25-34 years;414,00;3300918;;;;;
Colombia;1999;male;35-54 years;425,00;4231334;;;;;
Colombia;1999;female;15-24 years;240,00;3860670;;;;;
Colombia;1999;female;25-34 years;97,00;3388982;;;;;
Colombia;1999;female;35-54 years;90,00;4537037;;;;;
Colombia;1999;female;5-14 years;46,00;4210355;;;;;
Colombia;1999;female;55-74 years;17,00;1676984;;;;;
Colombia;1999;male;5-14 years;35,00;4377335;;;;;
Colombia;1999;female;75+ years;3,00;396321;;;;;
Colombia;2000;male;75+ years;60,00;290481;;;;;
Colombia;2000;male;15-24 years;629,00;3998961;;;;;
Colombia;2000;male;55-74 years;198,00;1491171;;;;;
Colombia;2000;male;25-34 years;438,00;3310535;;;;;
Colombia;2000;male;35-54 years;453,00;4391802;;;;;
Colombia;2000;female;15-24 years;262,00;3921422;;;;;
Colombia;2000;female;25-34 years;96,00;3400584;;;;;
Colombia;2000;female;35-54 years;99,00;4710061;;;;;
Colombia;2000;female;75+ years;6,00;409711;;;;;
Colombia;2000;female;5-14 years;57,00;4209864;;;;;
Colombia;2000;female;55-74 years;23,00;1738797;;;;;
Colombia;2000;male;5-14 years;37,00;4378953;;;;;
Colombia;2001;male;75+ years;54,00;304065;;;;;
Colombia;2001;male;55-74 years;234,00;1547265;;;;;
Colombia;2001;male;15-24 years;602,00;4057598;;;;;
Colombia;2001;male;25-34 years;439,00;3328209;;;;;
Colombia;2001;male;35-54 years;491,00;4555809;;;;;
Colombia;2001;female;15-24 years;302,00;3976430;;;;;
Colombia;2001;female;25-34 years;105,00;3416780;;;;;
Colombia;2001;female;55-74 years;30,00;1803020;;;;;
Colombia;2001;female;35-54 years;71,00;4884700;;;;;
Colombia;2001;female;5-14 years;45,00;4206893;;;;;
Colombia;2001;female;75+ years;4,00;427591;;;;;
Colombia;2001;male;5-14 years;35,00;4376068;;;;;
Colombia;2002;male;75+ years;48,00;316252;;;;;
Colombia;2002;male;15-24 years;590,00;4104822;;;;;
Colombia;2002;male;25-34 years;460,00;3344207;;;;;
Colombia;2002;male;55-74 years;177,00;1609818;;;;;
Colombia;2002;male;35-54 years;487,00;4717038;;;;;
Colombia;2002;female;15-24 years;295,00;4019790;;;;;
Colombia;2002;female;25-34 years;92,00;3430874;;;;;
Colombia;2002;female;35-54 years;81,00;5056712;;;;;
Colombia;2002;female;5-14 years;64,00;4195227;;;;;
Colombia;2002;female;55-74 years;28,00;1874594;;;;;
Colombia;2002;male;5-14 years;53,00;4364710;;;;;
Colombia;2002;female;75+ years;4,00;444232;;;;;
Colombia;2003;male;75+ years;49,00;327352;;;;;
Colombia;2003;male;55-74 years;235,00;1679338;;;;;
Colombia;2003;male;25-34 years;424,00;3363500;;;;;
Colombia;2003;male;15-24 years;508,00;4143231;;;;;
Colombia;2003;male;35-54 years;441,00;4872021;;;;;
Colombia;2003;female;15-24 years;299,00;4053688;;;;;
Colombia;2003;female;25-34 years;93,00;3447910;;;;;
Colombia;2003;female;35-54 years;96,00;5222660;;;;;
Colombia;2003;female;55-74 years;35,00;1953968;;;;;
Colombia;2003;female;75+ years;6,00;460065;;;;;
Colombia;2003;female;5-14 years;48,00;4175544;;;;;
Colombia;2003;male;5-14 years;35,00;4345236;;;;;
Colombia;2004;male;75+ years;74,00;337747;;;;;
Colombia;2004;male;55-74 years;229,00;1756739;;;;;
Colombia;2004;male;15-24 years;522,00;4177514;;;;;
Colombia;2004;male;25-34 years;397,00;3393144;;;;;
Colombia;2004;male;35-54 years;465,00;5016477;;;;;
Colombia;2004;female;15-24 years;246,00;4082601;;;;;
Colombia;2004;female;25-34 years;91,00;3474885;;;;;
Colombia;2004;female;75+ years;9,00;475649;;;;;
Colombia;2004;female;35-54 years;85,00;5378213;;;;;
Colombia;2004;female;55-74 years;29,00;2041937;;;;;
Colombia;2004;male;5-14 years;56,00;4319787;;;;;
Colombia;2004;female;5-14 years;41,00;4150023;;;;;
Colombia;2005;male;75+ years;63,00;347667;;;;;
Colombia;2005;male;15-24 years;517,00;4209960;;;;;
Colombia;2005;male;55-74 years;219,00;1842503;;;;;
Colombia;2005;male;25-34 years;352,00;3436781;;;;;
Colombia;2005;male;35-54 years;434,00;5147445;;;;;
Colombia;2005;female;15-24 years;225,00;4108824;;;;;
Colombia;2005;female;25-34 years;93,00;3515419;;;;;
Colombia;2005;female;35-54 years;87,00;5520328;;;;;
Colombia;2005;female;55-74 years;27,00;2138822;;;;;
Colombia;2005;male;5-14 years;52,00;4291635;;;;;
Colombia;2005;female;75+ years;5,00;491399;;;;;
Colombia;2005;female;5-14 years;28,00;4122007;;;;;
Colombia;2006;male;75+ years;78,00;363411;;;;;
Colombia;2006;male;15-24 years;521,00;4229825;;;;;
Colombia;2006;male;25-34 years;408,00;3492325;;;;;
Colombia;2006;male;55-74 years;211,00;1925991;;;;;
Colombia;2006;male;35-54 years;453,00;5261515;;;;;
Colombia;2006;female;15-24 years;197,00;4126897;;;;;
Colombia;2006;female;25-34 years;96,00;3566953;;;;;
Colombia;2006;female;35-54 years;90,00;5642326;;;;;
Colombia;2006;female;55-74 years;33,00;2234226;;;;;
Colombia;2006;male;5-14 years;46,00;4260456;;;;;
Colombia;2006;female;5-14 years;40,00;4092360;;;;;
Colombia;2006;female;75+ years;4,00;512391;;;;;
Colombia;2007;male;75+ years;67,00;378405;;;;;
Colombia;2007;male;55-74 years;245,00;2018827;;;;;
Colombia;2007;male;15-24 years;493,00;4248033;;;;;
Colombia;2007;male;25-34 years;410,00;3562854;;;;;
Colombia;2007;male;35-54 years;475,00;5364516;;;;;
Colombia;2007;female;15-24 years;208,00;4142290;;;;;
Colombia;2007;female;25-34 years;105,00;3633920;;;;;
Colombia;2007;female;35-54 years;82,00;5752377;;;;;
Colombia;2007;female;5-14 years;40,00;4066699;;;;;
Colombia;2007;male;5-14 years;37,00;4234298;;;;;
Colombia;2007;female;55-74 years;16,00;2339825;;;;;
Colombia;2007;female;75+ years;3,00;533162;;;;;
Colombia;2008;male;75+ years;69,00;392608;;;;;
Colombia;2008;male;55-74 years;250,00;2119709;;;;;
Colombia;2008;male;25-34 years;417,00;3641000;;;;;
Colombia;2008;male;15-24 years;479,00;4263159;;;;;
Colombia;2008;male;35-54 years;510,00;5459636;;;;;
Colombia;2008;female;15-24 years;206,00;4153413;;;;;
Colombia;2008;female;25-34 years;85,00;3709016;;;;;
Colombia;2008;female;35-54 years;82,00;5853848;;;;;
Colombia;2008;male;5-14 years;47,00;4213275;;;;;
Colombia;2008;female;55-74 years;27,00;2454148;;;;;
Colombia;2008;female;5-14 years;43,00;4045559;;;;;
Colombia;2008;female;75+ years;5,00;553758;;;;;
Colombia;2009;male;75+ years;72,00;405866;;;;;
Colombia;2009;male;25-34 years;426,00;3715402;;;;;
Colombia;2009;male;55-74 years;252,00;2226378;;;;;
Colombia;2009;male;15-24 years;481,00;4272494;;;;;
Colombia;2009;male;35-54 years;517,00;5552239;;;;;
Colombia;2009;female;15-24 years;207,00;4157810;;;;;
Colombia;2009;female;25-34 years;72,00;3780652;;;;;
Colombia;2009;female;55-74 years;46,00;2574750;;;;;
Colombia;2009;female;35-54 years;87,00;5952480;;;;;
Colombia;2009;male;5-14 years;54,00;4196033;;;;;
Colombia;2009;female;5-14 years;32,00;4027989;;;;;
Colombia;2009;female;75+ years;3,00;574080;;;;;
Colombia;2010;male;75+ years;65,00;418296;;;;;
Colombia;2010;male;25-34 years;436,00;3779392;;;;;
Colombia;2010;male;15-24 years;480,00;4274849;;;;;
Colombia;2010;male;55-74 years;225,00;2337537;;;;;
Colombia;2010;male;35-54 years;463,00;5646115;;;;;
Colombia;2010;female;15-24 years;187,00;4154664;;;;;
Colombia;2010;female;25-34 years;78,00;3841659;;;;;
Colombia;2010;female;35-54 years;72,00;6052417;;;;;
Colombia;2010;male;5-14 years;41,00;4178908;;;;;
Colombia;2010;female;5-14 years;39,00;4010759;;;;;
Colombia;2010;female;75+ years;5,00;594329;;;;;
Colombia;2010;female;55-74 years;16,00;2700178;;;;;
Colombia;2011;male;75+ years;60,00;436385;;;;;
Colombia;2011;male;15-24 years;450,00;4268385;;;;;
Colombia;2011;male;25-34 years;382,00;3840952;;;;;
Colombia;2011;male;55-74 years;231,00;2445112;;;;;
Colombia;2011;male;35-54 years;498,00;5745871;;;;;
Colombia;2011;female;15-24 years;159,00;4147875;;;;;
Colombia;2011;female;25-34 years;69,00;3897562;;;;;
Colombia;2011;female;35-54 years;87,00;6156452;;;;;
Colombia;2011;female;55-74 years;29,00;2822325;;;;;
Colombia;2011;male;5-14 years;41,00;4163139;;;;;
Colombia;2011;female;5-14 years;34,00;3995726;;;;;
Colombia;2011;female;75+ years;4,00;618521;;;;;
Colombia;2012;male;75+ years;69,00;453582;;;;;
Colombia;2012;male;15-24 years;486,00;4254495;;;;;
Colombia;2012;male;25-34 years;412,00;3891260;;;;;
Colombia;2012;male;55-74 years;266,00;2556199;;;;;
Colombia;2012;male;35-54 years;455,00;5846650;;;;;
Colombia;2012;female;15-24 years;151,00;4133625;;;;;
Colombia;2012;female;25-34 years;73,00;3942505;;;;;
Colombia;2012;female;55-74 years;41,00;2948489;;;;;
Colombia;2012;female;35-54 years;83,00;6261133;;;;;
Colombia;2012;male;5-14 years;44,00;4146398;;;;;
Colombia;2012;female;75+ years;6,00;642251;;;;;
Colombia;2012;female;5-14 years;33,00;3979277;;;;;
Colombia;2013;male;75+ years;69,00;470105;;;;;
Colombia;2013;male;15-24 years;450,00;4235904;;;;;
Colombia;2013;male;55-74 years;260,00;2672132;;;;;
Colombia;2013;male;25-34 years;381,00;3931611;;;;;
Colombia;2013;male;35-54 years;462,00;5947520;;;;;
Colombia;2013;female;15-24 years;141,00;4114036;;;;;
Colombia;2013;female;25-34 years;81,00;3977885;;;;;
Colombia;2013;female;35-54 years;101,00;6365459;;;;;
Colombia;2013;female;55-74 years;41,00;3079952;;;;;
Colombia;2013;male;5-14 years;41,00;4126269;;;;;
Colombia;2013;female;5-14 years;36,00;3959475;;;;;
Colombia;2013;female;75+ years;5,00;665950;;;;;
Colombia;2014;male;75+ years;83,00;486197;;;;;
Colombia;2014;male;15-24 years;480,00;4216293;;;;;
Colombia;2014;male;55-74 years;283,00;2795271;;;;;
Colombia;2014;male;25-34 years;395,00;3965410;;;;;
Colombia;2014;male;35-54 years;477,00;6046987;;;;;
Colombia;2014;female;15-24 years;132,00;4092325;;;;;
Colombia;2014;female;25-34 years;82,00;4007103;;;;;
Colombia;2014;female;55-74 years;43,00;3219142;;;;;
Colombia;2014;female;35-54 years;82,00;6467724;;;;;
Colombia;2014;male;5-14 years;37,00;4100740;;;;;
Colombia;2014;female;75+ years;5,00;690028;;;;;
Colombia;2014;female;5-14 years;27,00;3934580;;;;;
Colombia;2015;male;75+ years;82,00;502228;;;;;
Colombia;2015;male;15-24 years;473,00;4197599;;;;;
Colombia;2015;male;55-74 years;317,00;2926656;;;;;
Colombia;2015;male;25-34 years;379,00;3994717;;;;;
Colombia;2015;male;35-54 years;560,00;6143478;;;;;
Colombia;2015;female;15-24 years;176,00;4070390;;;;;
Colombia;2015;female;25-34 years;111,00;4031995;;;;;
Colombia;2015;female;35-54 years;96,00;6566323;;;;;
Colombia;2015;female;75+ years;10,00;715044;;;;;
Colombia;2015;female;55-74 years;45,00;3367078;;;;;
Colombia;2015;female;5-14 years;44,00;3904896;;;;;
Colombia;2015;male;5-14 years;39,00;4070023;;;;;
Costa Rica;1985;male;35-54 years;32,00;218000;;;;;
Costa Rica;1985;male;25-34 years;32,00;219000;;;;;
Costa Rica;1985;male;55-74 years;12,00;91000;;;;;
Costa Rica;1985;male;15-24 years;33,00;285800;;;;;
Costa Rica;1985;male;75+ years;1,00;13000;;;;;
Costa Rica;1985;female;15-24 years;8,00;274800;;;;;
Costa Rica;1985;female;25-34 years;3,00;214000;;;;;
Costa Rica;1985;female;35-54 years;3,00;216000;;;;;
Costa Rica;1985;female;55-74 years;1,00;97000;;;;;
Costa Rica;1985;male;5-14 years;2,00;300800;;;;;
Costa Rica;1985;female;5-14 years;1,00;288800;;;;;
Costa Rica;1985;female;75+ years;0,00;18000;;;;;
Costa Rica;1986;male;75+ years;3,00;13300;;;;;
Costa Rica;1986;male;35-54 years;48,00;223500;;;;;
Costa Rica;1986;male;55-74 years;20,00;93300;;;;;
Costa Rica;1986;male;25-34 years;26,00;224600;;;;;
Costa Rica;1986;male;15-24 years;20,00;293100;;;;;
Costa Rica;1986;female;15-24 years;7,00;281700;;;;;
Costa Rica;1986;female;55-74 years;1,00;99500;;;;;
Costa Rica;1986;female;25-34 years;2,00;219400;;;;;
Costa Rica;1986;female;35-54 years;2,00;221500;;;;;
Costa Rica;1986;female;5-14 years;1,00;296100;;;;;
Costa Rica;1986;male;5-14 years;1,00;308400;;;;;
Costa Rica;1986;female;75+ years;0,00;18500;;;;;
Costa Rica;1987;male;75+ years;5,00;14000;;;;;
Costa Rica;1987;male;35-54 years;34,00;234100;;;;;
Costa Rica;1987;male;25-34 years;29,00;235100;;;;;
Costa Rica;1987;male;15-24 years;22,00;306700;;;;;
Costa Rica;1987;male;55-74 years;7,00;97700;;;;;
Costa Rica;1987;female;25-34 years;8,00;229800;;;;;
Costa Rica;1987;female;15-24 years;7,00;295000;;;;;
Costa Rica;1987;female;35-54 years;5,00;231900;;;;;
Costa Rica;1987;female;5-14 years;2,00;310000;;;;;
Costa Rica;1987;female;55-74 years;0,00;104200;;;;;
Costa Rica;1987;female;75+ years;0,00;19300;;;;;
Costa Rica;1987;male;5-14 years;0,00;322900;;;;;
Costa Rica;1988;male;75+ years;4,00;14300;;;;;
Costa Rica;1988;male;35-54 years;49,00;240300;;;;;
Costa Rica;1988;male;55-74 years;14,00;100400;;;;;
Costa Rica;1988;male;25-34 years;32,00;241400;;;;;
Costa Rica;1988;male;15-24 years;22,00;315000;;;;;
Costa Rica;1988;female;15-24 years;8,00;302900;;;;;
Costa Rica;1988;female;25-34 years;6,00;235900;;;;;
Costa Rica;1988;female;35-54 years;3,00;238000;;;;;
Costa Rica;1988;female;5-14 years;0,00;318500;;;;;
Costa Rica;1988;female;55-74 years;0,00;107000;;;;;
Costa Rica;1988;female;75+ years;0,00;19900;;;;;
Costa Rica;1988;male;5-14 years;0,00;331600;;;;;
Costa Rica;1989;male;25-34 years;50,00;259000;;;;;
Costa Rica;1989;male;55-74 years;19,00;109000;;;;;
Costa Rica;1989;male;35-54 years;40,00;264000;;;;;
Costa Rica;1989;male;75+ years;2,00;16000;;;;;
Costa Rica;1989;male;15-24 years;23,00;293000;;;;;
Costa Rica;1989;female;15-24 years;12,00;282000;;;;;
Costa Rica;1989;female;35-54 years;9,00;262000;;;;;
Costa Rica;1989;female;25-34 years;7,00;251000;;;;;
Costa Rica;1989;female;55-74 years;1,00;115000;;;;;
Costa Rica;1989;female;5-14 years;2,00;334000;;;;;
Costa Rica;1989;male;5-14 years;2,00;349000;;;;;
Costa Rica;1989;female;75+ years;0,00;22000;;;;;
